Data_center,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,market,Number_of_Market_Data_Centers,states,Number_of_States_Data_Centers
ColoCrossing SEA1,58108,6.6333333,12201 Tukwila International Blvd,-122.2937124,47.4931201,ROOFTOP,Seattle,56,Washington,89
Lunavi Seattle,58108,6.6333333,2001 6th Avenue,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
The Westin Building,58108,6.6333333,2001 Sixth Avenue,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Colocation Northwest - Redmond,58108,6.6333333,2520 152nd Ave NE,-122.1370344,47.6325626,RANGE_INTERPOLATED,Seattle,56,Washington,89
WORLDLINK North Datacenter,58108,6.6333333,Canyon Park,,,,Seattle,56,Washington,89
Centersquare - Seattle SEA1-B,58108,6.6333333,3355 S 120th Pl,-122.2897923,47.4918832,ROOFTOP,Seattle,56,Washington,89
Equinix SE3,58108,6.6333333,2020 Fifth Avenue,-122.3397433,47.61442682,GoogleMap,Seattle,56,Washington,89
Centersquare - Seattle SEA2-A,58108,6.6333333,6101 S 180th St,-122.256429,47.44135101,GoogleMap,Seattle,56,Washington,89
Cogent Data Center - Seattle,58108,6.6333333,32275 32nd Ave. S.,50.0418692,26.3575294,APPROXIMATE,Seattle,56,Washington,89
Equinix SE4,58108,6.6333333,6906 South 204th Street,-122.2474051,47.4215272,ROOFTOP,Seattle,56,Washington,89
WORLDLINK South Datacenter,58108,6.6333333,1300 SW 7th St,-80.2163183,25.7665703,ROOFTOP,Seattle,56,Washington,89
ISOMEDIA Seattle,58108,6.6333333,2001 Sixth Avenue,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Evocative - INAP Seattle,58108,6.6333333,3555 S 120th Place,-122.2872693,47.495354,RANGE_INTERPOLATED,Seattle,56,Washington,89
Astute Hosting Seattle,58108,6.6333333,2001 6th Ave,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Equinix SE2,58108,6.6333333,2001 Sixth Ave,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Optic Fusion - Westin,58108,6.6333333,2001 6th Ave,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Centersquare - Seattle SEA1-A,58108,6.6333333,12301 Tukwila International Blvd,-122.2933454,47.4921896,ROOFTOP,Seattle,56,Washington,89
Lumen Bothell,58108,6.6333333,22722 29th Drive SE,-122.196742,47.792304,ROOFTOP,Seattle,56,Washington,89
ISOMEDIA Redmond,58108,6.6333333,2400 152nd ave NE,-122.1376734,47.6315984,RANGE_INTERPOLATED,Seattle,56,Washington,89
Lumen Seattle,58108,6.6333333,1000 Denny Way,-122.3363373,47.6190504,ROOFTOP,Seattle,56,Washington,89
Wowrack Seattle,58108,6.6333333,2001 Sixth Avenue,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Verizon Seattle,58108,6.6333333,1100 Second Avenue,-73.9645981,40.7596933,ROOFTOP,Seattle,56,Washington,89
ColoInSeattle.com,58108,6.6333333,12201 Tukwila International Blvd,-122.2937124,47.4931201,ROOFTOP,Seattle,56,Washington,89
Lumen Seattle 1,58108,6.6333333,1505 5th Avenue,-73.9446149,40.8032366,RANGE_INTERPOLATED,Seattle,56,Washington,89
Semaphore Seattle,58108,6.6333333,2001 6th Avenue,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Intergate.West,58108,6.6333333,12101-12301 Tukwila International Blvd,-122.2943976,47.4940896,ROOFTOP,Seattle,56,Washington,89
Intergate.East,58108,6.6333333,3311-3511 S. 120th Place,-122.290569,47.4950267,ROOFTOP,Seattle,56,Washington,89
1505 5th,58108,6.6333333,1505 5th Ave,-73.9446149,40.8032366,RANGE_INTERPOLATED,Seattle,56,Washington,89
DataBank - zColo - 12201 Tukwila Intl Blvd,58108,6.6333333,12201 Tukwila Intl Blvd,-122.2937124,47.4931201,ROOFTOP,Seattle,56,Washington,89
Hostrunway Data Center,58108,6.6333333,"12201 Tukwila International Blvd #100, Tukwila",-122.2938323,47.4931577,ROOFTOP,Seattle,56,Washington,89
Seattle Colocation,58108,6.6333333,12842 Interurban Ave S,-122.2759144,47.4876428,ROOFTOP,Seattle,56,Washington,89
Adtaq Issaquah,58108,6.6333333,98027,-121.9516338,47.4925009,APPROXIMATE,Seattle,56,Washington,89
Fisher Plaza,58108,6.6333333,140 Fourth Avenue North,-122.3481082,47.61944635,GoogleMap,Seattle,56,Washington,89
ColoCenters,58108,6.6333333,2001 Sixth Avenue,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
Cortland Communications,58108,6.6333333,2001 Sixth Avenue,-73.9761374,40.7654676,ROOFTOP,Seattle,56,Washington,89
SoftLayer - SEA01,58108,6.6333333,3355 South 120th Place,-122.2897923,47.4918832,ROOFTOP,Seattle,56,Washington,89
BitPusher,58108,6.6333333,12101 Tukwila International Blvd,-122.2943976,47.4940896,ROOFTOP,Seattle,56,Washington,89
TierPoint Spokane,58108,6.6333333,23403 E. Mission Avenue,-117.0916076,47.6718948,ROOFTOP,Spokane,6,Washington,89
H5 Data Centers Quincy,58108,6.6333333,1711 M Street NE,-76.9784648,38.9054031,ROOFTOP,Spokane,6,Washington,89
TierPoint Spokane 3,58108,6.6333333,23017 E. Mission Avenue,-117.0959329,47.6719236,ROOFTOP,Spokane,6,Washington,89
Neutron,58108,6.6333333,422 W Riverside,-117.4192311,47.65837046,GoogleMap,Spokane,6,Washington,89
Fusion Connect - Spokane,58108,6.6333333,118 N. Stevens St,-117.8760517,33.7882946,RANGE_INTERPOLATED,Spokane,6,Washington,89
Interlink,58108,6.6333333,418 E Pacific,-117.4043003,47.65536383,GoogleMap,Spokane,6,Washington,89
Colocation Northwest - Bellevue,58108,6.6333333,3181 156th Ave SE,-122.134985,47.5819057,ROOFTOP,Bellevue,2,Washington,89
ISOMEDIA Bellevue,58108,6.6333333,15400SE place,,,,Bellevue,2,Washington,89
Lunavi Bellingham,58108,6.6333333,851 Coho Way,-122.5035622,48.7592129,ROOFTOP,Bellingham,1,Washington,89
Vivio Technologies - WW TS Site,58108,6.6333333,1473 Rose St,-118.3663425,46.05826062,GoogleMap,Walla Walla,5,Washington,89
Fusion Connect - Walla Walla,58108,6.6333333,1 West Alder,-118.3386996,46.06551349,GoogleMap,Walla Walla,5,Washington,89
PocketiNet Walla Walla,58108,6.6333333,45 Terminal Loop Rd,-98.0519533,29.6051368,RANGE_INTERPOLATED,Walla Walla,5,Washington,89
KnownHost Washington,58108,6.6333333,255 A Street,-118.2807818,46.08991565,GoogleMap,Walla Walla,5,Washington,89
Vivio Technologies - WW UG Site,58108,6.6333333,22 West Main,-118.3403882,46.06661622,GoogleMap,Walla Walla,5,Washington,89
Colocation Northwest - South Hill,58108,6.6333333,1111 39th Avenue SE,-92.4013266,43.992575,RANGE_INTERPOLATED,Tacoma,8,Washington,89
Colocation Northwest - Tacoma,58108,6.6333333,1101 A St,-122.4367663,47.25333187,GoogleMap,Tacoma,8,Washington,89
Optic Fusion - Perkins Building,58108,6.6333333,1101 A St.,-122.4367663,47.25333187,GoogleMap,Tacoma,8,Washington,89
Centeris South Hill SH1,58108,6.6333333,1111 39th Ave SE,-92.4013266,43.992575,RANGE_INTERPOLATED,Tacoma,8,Washington,89
Centeris South Hill SH2,58108,6.6333333,1015 39th Ave SE,-99.7158448,47.3339535,RANGE_INTERPOLATED,Tacoma,8,Washington,89
Cogent Data Center - Tacoma,58108,6.6333333,2210 S 35th St,-87.9575283,43.0045229,ROOFTOP,Tacoma,8,Washington,89
Centeris South Hill Campus,58108,6.6333333,1015-1023 39th Avenue SE,-73.8530166,40.7533799,GEOMETRIC_CENTER,Tacoma,8,Washington,89
Perkins Building,58108,6.6333333,1101 A St,-122.4367663,47.25333187,GoogleMap,Tacoma,8,Washington,89
Franklin PUD Data Center,58108,6.6333333,1411 W Clark Street,-90.9434079,39.203406,GEOMETRIC_CENTER,Pasco,1,Washington,89
SDC Columbia,58108,6.6333333,4405 Grant Rd,-120.1892634,47.40780246,GoogleMap,Wenatchee,5,Washington,89
Microsoft Malaga - Phase 1,58108,6.6333333,5375 Malaga Alcoa Hwy,-120.1580762,47.3608482,ROOFTOP,Wenatchee,5,Washington,89
Microsoft Malaga - Phase 2,58108,6.6333333,5351/5309 Malaga Alcoa Hwy,-120.161394,47.358051,ROOFTOP,Wenatchee,5,Washington,89
Microsoft East Wenatchee,58108,6.6333333,875 Urban Industrial Wy,-120.209875,47.4152516,ROOFTOP,Wenatchee,5,Washington,89
ASICSPACE Bitcoin Data Center,58108,6.6333333,98801,-120.3761228,47.3821918,APPROXIMATE,Wenatchee,5,Washington,89
CyrusOne PNW1 - Quincy,58108,6.6333333,1025 D Street NW,-77.0306956,38.8946621,RANGE_INTERPOLATED,Quincy,4,Washington,89
SDC Quincy,58108,6.6333333,2200 M St NE,-76.973196,38.905621,RANGE_INTERPOLATED,Quincy,4,Washington,89
Vantage WA1 - Quincy,58108,6.6333333,"2101 M Street, NE",-76.9739931,38.905469,ROOFTOP,Quincy,4,Washington,89
Microsoft Columbia Data Center,58108,6.6333333,1515 Port Industrial Way,-119.8795032,47.239845,ROOFTOP,Quincy,4,Washington,89
Serverfarm TiTAN,58108,6.6333333,4949 Randolph Rd NE,-119.321346,47.1815063,ROOFTOP,Moses Lake,1,Washington,89
TierPoint Milwaukee,3918.947368,0.447368421,3701 W. Burnham St.,-87.9612175,43.0094349,ROOFTOP,Milwaukee,18,Wisconsin,37
Data Holdings Milwaukee,3918.947368,0.447368421,3135 W Highland Ave,-112.1246863,33.5051864,RANGE_INTERPOLATED,Milwaukee,18,Wisconsin,37
The Wells Building,3918.947368,0.447368421,324 E Wisconsin Ave,-87.90704551,43.03904151,GoogleMap,Milwaukee,18,Wisconsin,37
Aventus Lakes,3918.947368,0.447368421,7901 W Clinton Ave,-88.0096289,43.1513489,ROOFTOP,Milwaukee,18,Wisconsin,37
Franklin Datacenter,3918.947368,0.447368421,10125 S. 52nd Street,-73.97,40.8,APPROXIMATE,Milwaukee,18,Wisconsin,37
Cogent Data Center - Milwaukee,3918.947368,0.447368421,324 East Wisconsin Avenue,-87.9070463,43.0390402,ROOFTOP,Milwaukee,18,Wisconsin,37
Expedient Franklin,3918.947368,0.447368421,4777 Ironwood Dr,-87.97786329,42.86312489,GoogleMap,Milwaukee,18,Wisconsin,37
Windstream Brookfield,3918.947368,0.447368421,13935 Bishops Drive,-1.4378833,52.9443907,GEOMETRIC_CENTER,Milwaukee,18,Wisconsin,37
TSR Solutions,3918.947368,0.447368421,324 E. Wisconsin,-88.7878678,43.7844397,APPROXIMATE,Milwaukee,18,Wisconsin,37
Lumen Milwaukee,3918.947368,0.447368421,3235 Intertech Dr,-88.1848009,43.077579,ROOFTOP,Milwaukee,18,Wisconsin,37
ISCorp South MQN,3918.947368,0.447368421,10235 N. Port Washington Rd,-87.9254176,43.2040964,ROOFTOP,Milwaukee,18,Wisconsin,37
Ethoplex,3918.947368,0.447368421,N115 W19150 Edison Dr,,,,Milwaukee,18,Wisconsin,37
ISCorp North MQN,3918.947368,0.447368421,10325 N. Port Washington Rd,-87.9252002,43.2054232,ROOFTOP,Milwaukee,18,Wisconsin,37
Netwurx Milwaukee,3918.947368,0.447368421,324 E. Wisconsin Ave,-87.9070463,43.03904213,GoogleMap,Milwaukee,18,Wisconsin,37
Airiam Hartland,3918.947368,0.447368421,1040 Cottonwood Ave,-122.8630631,49.2580149,RANGE_INTERPOLATED,Milwaukee,18,Wisconsin,37
Vaultas Milwaukee,3918.947368,0.447368421,1101 N Market St,-77.3948493,39.4396638,ROOFTOP,Milwaukee,18,Wisconsin,37
Veolia Data Center,3918.947368,0.447368421,8450 W Forest Home Ave,-88.0197347,42.9578445,ROOFTOP,Milwaukee,18,Wisconsin,37
RMM Solutions - Milwaukee,3918.947368,0.447368421,10400 W Innovation Drive,-88.04206334,43.04262815,GoogleMap,Milwaukee,18,Wisconsin,37
OneNeck Madison,3918.947368,0.447368421,5515 Nobel Drive,-117.1920934,32.8710223,RANGE_INTERPOLATED,Madison,8,Wisconsin,37
EdgeConneX Madison - EDCMAD01,3918.947368,0.447368421,4916 E Broadway,-73.9901914,40.7140645,GEOMETRIC_CENTER,Madison,8,Wisconsin,37
US Signal Madison,3918.947368,0.447368421,222 W Washington,-89.38700452,43.07333169,GoogleMap,Madison,8,Wisconsin,37
5NINES Data Center,3918.947368,0.447368421,222 W Washington Ave,-89.3870026,43.073331,ROOFTOP,Madison,8,Wisconsin,37
SupraNet Madison,3918.947368,0.447368421,8000 Excelsior Drive,-89.5242655,43.0755646,ROOFTOP,Madison,8,Wisconsin,37
Lumen Madison,3918.947368,0.447368421,612 W Main St,-89.39242211,43.06774856,GoogleMap,Madison,8,Wisconsin,37
Dane County Data Exchange,3918.947368,0.447368421,4916 E Broadway,-73.9901914,40.7140645,GEOMETRIC_CENTER,Madison,8,Wisconsin,37
HC Colo #1,3918.947368,0.447368421,612 W Main,-89.39242211,43.06774856,GoogleMap,Madison,8,Wisconsin,37
CyberOne Data,3918.947368,0.447368421,141 Market Ave,-81.7026599,41.4852381,RANGE_INTERPOLATED,Wisconsin Rapids,1,Wisconsin,37
ExcalTech Kenosha,3918.947368,0.447368421,3618 8th Ave.,-73.9970545,40.6475253,RANGE_INTERPOLATED,Kenosha,2,Wisconsin,37
OFFSITE,3918.947368,0.447368421,3618 8th Avenue,-73.9970545,40.6475253,RANGE_INTERPOLATED,Kenosha,2,Wisconsin,37
Heartlands Data Center,3918.947368,0.447368421,1700 Stephen St.,-88.29532718,44.29702111,GoogleMap,Appleton,2,Wisconsin,37
RMM Solutions - Appleton,3918.947368,0.447368421,2201 E Enterprise Avenue,-88.3707915,44.2988515,ROOFTOP,Appleton,2,Wisconsin,37
WIN - Green Bay Data Center,3918.947368,0.447368421,417 Pine St,-88.01126576,44.51526312,GoogleMap,Green Bay,3,Wisconsin,37
Ark Data Centers Green Bay,3918.947368,0.447368421,Fire Ln 11,-70.454294,44.0483947,GEOMETRIC_CENTER,Green Bay,3,Wisconsin,37
Netsonic,3918.947368,0.447368421,1263 Main Street,-123.1004869,49.2735863,RANGE_INTERPOLATED,Green Bay,3,Wisconsin,37
Wildcard One,3918.947368,0.447368421,Indianhead Drive,-89.66957604,44.79325643,GoogleMap,Wausau,1,Wisconsin,37
WIN - Eau Claire Data Center,3918.947368,0.447368421,800 Wisconsin Street,-88.5450649,44.0343249,GEOMETRIC_CENTER,Eau Claire,1,Wisconsin,37
Aventus 715,3918.947368,0.447368421,901 Commerce Dr,-90.1686203,44.63263025,GoogleMap,Marshfield,1,Wisconsin,37
Iron Mountain Data Centers AZS-1,77200.83951,8.812881222,8521 E. Princess Drive,-111.8957976,33.6445574,ROOFTOP,Phoenix,73,Arizona,81
Iron Mountain Data Centers AZP-2,77200.83951,8.812881222,4802 East Van Buren Street,-111.97771,33.4520199,ROOFTOP,Phoenix,73,Arizona,81
2121 S. Price Road (PHX15),77200.83951,8.812881222,2121 S. Price Road,-111.8881214,33.274703,ROOFTOP,Phoenix,73,Arizona,81
Iron Mountain Data Centers AZP-1,77200.83951,8.812881222,615 North 48th Street,-122.9481517,44.051507,ROOFTOP,Phoenix,73,Arizona,81
120 East Van Buren St (PHX10),77200.83951,8.812881222,120 East Van Buren Street,-112.0719012,33.4519088,ROOFTOP,Phoenix,73,Arizona,81
Centersquare Mesa,77200.83951,8.812881222,1301 W University Drive,-97.145872,33.2289082,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
"Stream DC Phoenix I - VI , Goodyear Campus",77200.83951,8.812881222,2950 S. Litchfield Road,-112.360011,33.419655,ROOFTOP,Phoenix,73,Arizona,81
Centersquare PHX2-A,77200.83951,8.812881222,2055 E Technology Cir,-111.8992421,33.3446504,ROOFTOP,Phoenix,73,Arizona,81
Flexential Phoenix - Deer Valley Data Center,77200.83951,8.812881222,1850 W. Deer Valley Rd,-112.0981242,33.6846458,ROOFTOP,Phoenix,73,Arizona,81
Iron Mountain Data Centers AZP-3,77200.83951,8.812881222,85008,-112.0118669,33.4660406,APPROXIMATE,Phoenix,73,Arizona,81
H5 Data Centers Phoenix,77200.83951,8.812881222,2600 W. Germann Rd.,-111.8856914,33.2770662,ROOFTOP,Phoenix,73,Arizona,81
CyrusOne Phoenix Campus,77200.83951,8.812881222,2335 South Ellis St,-111.8832998,33.2709636,ROOFTOP,Phoenix,73,Arizona,81
NTT Phoenix PH1,77200.83951,8.812881222,10302 E. Elliot Road,-111.6122227,33.3499967,ROOFTOP,Phoenix,73,Arizona,81
OneNeck Phoenix,77200.83951,8.812881222,1655 W Sunrise Blvd,-80.1655056,26.1366837,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
EdgeConneX Phoenix - EDCPHX01,77200.83951,8.812881222,3011 S. 52nd St,-111.9701049,33.3955209,ROOFTOP,Phoenix,73,Arizona,81
Prime Phoenix Data Center Campus,77200.83951,8.812881222,11753 W Lower Buckeye Rd,-112.312169,33.4171171,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
LightEdge - Phoenix,77200.83951,8.812881222,120 East Van Buren,-112.0719012,33.4519088,ROOFTOP,Phoenix,73,Arizona,81
Evocative PHX1,77200.83951,8.812881222,2500 W Union Hills Drive,-112.1106061,33.6588811,ROOFTOP,Phoenix,73,Arizona,81
Phoenix Campus,77200.83951,8.812881222,2500 West Union Hills,-112.1106061,33.6588811,ROOFTOP,Phoenix,73,Arizona,81
LexisNexis Scottsdale,77200.83951,8.812881222,8521 E Princess Dr,-111.8957976,33.6445574,ROOFTOP,Phoenix,73,Arizona,81
DataBank PHX1 - Downtown Phoenix,77200.83951,8.812881222,3110 N Central St,-112.0751021,33.4837957,GoogleMap,Phoenix,73,Arizona,81
DCX Goodyear,77200.83951,8.812881222,16422 W Commerce Dr,-116.789981,47.7531134,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
CyrusOne PHX1 - Chandler,77200.83951,8.812881222,2335 South Ellis St.,-111.8832998,33.2709636,ROOFTOP,Phoenix,73,Arizona,81
CyrusOne PHX3 - Chandler,77200.83951,8.812881222,2305 South Ellis St.,-111.8824683,33.2719563,ROOFTOP,Phoenix,73,Arizona,81
CyrusOne PHX4 - Chandler,77200.83951,8.812881222,2495 South Ellis St.,-111.8825171,33.26877043,GoogleMap,Phoenix,73,Arizona,81
CyrusOne PHX5 - Chandler,77200.83951,8.812881222,2405 South Ellis St.,-111.8815608,33.2697453,ROOFTOP,Phoenix,73,Arizona,81
CyrusOne PHX2 - Chandler,77200.83951,8.812881222,2305 South Ellis St.,-111.8824683,33.2719563,ROOFTOP,Phoenix,73,Arizona,81
CyrusOne PHX6 - Chandler,77200.83951,8.812881222,2605 South Ellis St.,-111.8827558,33.2676243,ROOFTOP,Phoenix,73,Arizona,81
11:11 Systems Scottsdale,77200.83951,8.812881222,7499 E Paradise Ln,-111.9177946,33.6324227,ROOFTOP,Phoenix,73,Arizona,81
Centersquare - Phoenix,77200.83951,8.812881222,615 N 48th St,-75.2162266,39.962904,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
DataBank PHX2 - Phoenix Sky Harbor,77200.83951,8.812881222,615 North 48th Street,-122.9481517,44.051507,ROOFTOP,Phoenix,73,Arizona,81
Cogent Data Center - Phoenix,77200.83951,8.812881222,3410 E. University Drive,-112.008425,33.41681901,GoogleMap,Phoenix,73,Arizona,81
PhoenixNAP,77200.83951,8.812881222,3402 E. University Dr.,-111.7588978,33.4230658,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
CyrusOne PHX7 - Chandler,77200.83951,8.812881222,2705 South Ellis St.,-111.8843719,33.2665243,ROOFTOP,Phoenix,73,Arizona,81
Edged Phoenix,77200.83951,8.812881222,8747 E Warner Rd,-111.9729477,33.3342999,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
EdgeCore Phoenix Campus,77200.83951,8.812881222,3856 S Everton Terrace,-111.6198861,33.345396,ROOFTOP,Phoenix,73,Arizona,81
Vantage AZ1 - Phoenix,77200.83951,8.812881222,45 S Bullard Ave,-112.374484,33.4463854,ROOFTOP,Phoenix,73,Arizona,81
Comarch Mesa,77200.83951,8.812881222,3223 S Ellsworth Rd,-111.6352485,33.3567155,ROOFTOP,Phoenix,73,Arizona,81
Cogent Data Center - Phoenix 2,77200.83951,8.812881222,1530 E Roeser Rd,-112.0479412,33.4002292,ROOFTOP,Phoenix,73,Arizona,81
CyrusOne PHX8 - Chandler,77200.83951,8.812881222,2705 South Ellis St.,-111.8843719,33.2665243,ROOFTOP,Phoenix,73,Arizona,81
Expedient Phoenix,77200.83951,8.812881222,2475 W Townley Ave,-112.1120733,33.5644771,ROOFTOP,Phoenix,73,Arizona,81
Microsoft Goodyear (PHX10),77200.83951,8.812881222,W Broadway Rd & S Bullard Ave,-112.3751283,33.406517,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Microsoft Goodyear (PHX70),77200.83951,8.812881222,3785 N Citrus Rd,-112.4402688,33.490032,ROOFTOP,Phoenix,73,Arizona,81
Liquid Web Phoenix,77200.83951,8.812881222,7025 N Scottsdale Rd,-111.9247362,33.540714,ROOFTOP,Phoenix,73,Arizona,81
Apple Mesa Data Center,77200.83951,8.812881222,3740 S Signal Butte Road,-111.6041757,33.3470237,ROOFTOP,Phoenix,73,Arizona,81
Windstream Phoenix,77200.83951,8.812881222,1710 E Grant St,-112.0440043,33.44198394,GoogleMap,Phoenix,73,Arizona,81
Microsoft El Mirage,77200.83951,8.812881222,12901 W Olive Ave,-112.3377944,33.56529093,GoogleMap,Phoenix,73,Arizona,81
QTS Glendale,77200.83951,8.812881222,4001 N 159th Ave,-112.4005666,33.4652518,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
QTS Phoenix Campus,77200.83951,8.812881222,1200 40th Street,-111.9958014,33.46236399,GoogleMap,Phoenix,73,Arizona,81
Project Range,77200.83951,8.812881222,W Lower Buckeye Rd,-112.2220587,33.4229134,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Lumen Phoenix 3,77200.83951,8.812881222,801 South 16th Street,-87.933263,43.022831,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
Meta Mesa Data Center,77200.83951,8.812881222,3841 S Ellsworth Rd,-111.6311729,33.34125,ROOFTOP,Phoenix,73,Arizona,81
Compass PHX II Campus,77200.83951,8.812881222,W Peoria Ave & N El Mirage Rd,-112.3245043,33.5799739,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Compass PHX II - Building 2,77200.83951,8.812881222,W Peoria Ave & N El Mirage Rd,-112.3245043,33.5799739,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Compass PHX II - Building 1,77200.83951,8.812881222,W Peoria Ave & N El Mirage Rd,-112.3245043,33.5799739,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Compass PHX II - Building 3,77200.83951,8.812881222,W Peoria Ave & N El Mirage Rd,-112.3245043,33.5799739,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
CyberTrails,77200.83951,8.812881222,1919 w Lone Cactus Dr,-112.1010331,33.6797129,ROOFTOP,Phoenix,73,Arizona,81
ColoHouse Phoenix,77200.83951,8.812881222,2335 South Ellis Street,-111.8832998,33.2709636,ROOFTOP,Phoenix,73,Arizona,81
QTS Phoenix-Van Buren,77200.83951,8.812881222,120 East Van Buren Street,-112.0719012,33.4519088,ROOFTOP,Phoenix,73,Arizona,81
Google Mesa Campus,77200.83951,8.812881222,E Elliot Rd & S Sossaman Rd,-111.6706044,33.3504293,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Lumen Phoenix 1,77200.83951,8.812881222,811 South 16th Street,-74.2117698,40.7272896,ROOFTOP,Phoenix,73,Arizona,81
Google Mesa - Phase 3,77200.83951,8.812881222,E Elliot Rd & S Sossaman Rd,-111.6706044,33.3504293,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Lumen Phoenix 2,77200.83951,8.812881222,17 E. Virginia Ave,-112.0730205,33.4763397,ROOFTOP,Phoenix,73,Arizona,81
Google Mesa - Phase 2,77200.83951,8.812881222,E Elliot Rd & S Sossaman Rd,-111.6706044,33.3504293,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Google Mesa - Phase 1,77200.83951,8.812881222,E Elliot Rd & S Sossaman Rd,-111.6706044,33.3504293,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
Lumen Phoenix 4,77200.83951,8.812881222,3220 N 3rd St,-112.0698349,33.5581215,GEOMETRIC_CENTER,Phoenix,73,Arizona,81
PhoenixNAP,77200.83951,8.812881222,2353 W University Dr,-97.1620009,33.2293298,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
"OneNeck IT Solutions, A TDS Company",77200.83951,8.812881222,2710 S Roosevelt St,-111.9483832,33.3997925,ROOFTOP,Phoenix,73,Arizona,81
Hostrunway Data Center,77200.83951,8.812881222,2600 W Germann Rd Chandler,-111.8856914,33.2770662,ROOFTOP,Phoenix,73,Arizona,81
Omnis Network,77200.83951,8.812881222,1005 W. Geneva Dr.,-84.58546,42.8347764,ROOFTOP,Phoenix,73,Arizona,81
ClearData,77200.83951,8.812881222,4250 E. Camelback Rd.,-111.9891172,33.5113563,ROOFTOP,Phoenix,73,Arizona,81
Phoenix Internet,77200.83951,8.812881222,"2922 W Clarendon Ave, Phoenix",-112.122203,33.49262,ROOFTOP,Phoenix,73,Arizona,81
AT&T 1301 W Univesity,77200.83951,8.812881222,1301 W University Drive,-97.145872,33.2289082,RANGE_INTERPOLATED,Phoenix,73,Arizona,81
Ark Data Centers Tucson,77200.83951,8.812881222,1215 E Pennsylvania St,-110.9538372,32.1721388,ROOFTOP,Tucson,7,Arizona,81
Login DC2,77200.83951,8.812881222,1855 N 6th Ave,-120.5191762,46.6246378,RANGE_INTERPOLATED,Tucson,7,Arizona,81
FirstDigital Tucson,77200.83951,8.812881222,3836 S Evans Blvd,-110.9534644,32.1764042,ROOFTOP,Tucson,7,Arizona,81
Lumen Tucson,77200.83951,8.812881222,135 N. 6th Avenue,-122.9132789,49.2171784,RANGE_INTERPOLATED,Tucson,7,Arizona,81
Simply Bits  Vault,77200.83951,8.812881222,5225 N. Sabino Canyon,-110.8246979,32.3022087,ROOFTOP,Tucson,7,Arizona,81
Login Top-Tier Data Center,77200.83951,8.812881222,4003 East Speedway Boulevard,-110.9072087,32.237287,ROOFTOP,Tucson,7,Arizona,81
4003 East Speedway Boulevard,77200.83951,8.812881222,4003 East Speedway Boulevard,-110.9072087,32.237287,ROOFTOP,Tucson,7,Arizona,81
MDC Nogales - NOG1,77200.83951,8.812881222,81 N Sonoita Ave,-110.943748,31.3348265,ROOFTOP,Nogales,1,Arizona,81
Iron Mountain Data Centers WPA-1,65574.85714,7.485714286,1137 Branchton Road,-80.2661503,43.3314102,RANGE_INTERPOLATED,Pittsburgh,29,Pennsylvania,70
MSA Evergreen Heights,65574.85714,7.485714286,115 Evergreen Heights Dr,-80.0151919,40.5186006,ROOFTOP,Pittsburgh,29,Pennsylvania,70
MSA Rockpointe,65574.85714,7.485714286,15084,-79.7960523,40.6378147,APPROXIMATE,Pittsburgh,29,Pennsylvania,70
Ark Data Centers Pittsburgh,65574.85714,7.485714286,161 Armstrong Drive,-94.1953183,39.0172773,RANGE_INTERPOLATED,Pittsburgh,29,Pennsylvania,70
EdgeConneX Pittsburgh - EDCPIT01,65574.85714,7.485714286,282 Corliss St,-80.0417456,40.4523401,ROOFTOP,Pittsburgh,29,Pennsylvania,70
H5 Data Centers Pittsburgh,65574.85714,7.485714286,2202 Liberty Ave,-79.9809222,40.4516548,ROOFTOP,Pittsburgh,29,Pennsylvania,70
