Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,power_usage_2023_kwh,power_usage_per_hour_2023_kwh
Meta Eagle Mountain Data Center,East 1000 North,-111.9724115,41.2755034,GEOMETRIC_CENTER,94890.25926,10.83222138
Lumen Cincinnati 1,400 Pike Street,-122.3366191,47.610419,ROOFTOP,15153.11538,1.729807692
DC BLOX High Point,Sheraton Ct,-122.839893,42.3608957,GEOMETRIC_CENTER,43814.36066,5.001639344
Parsec Data Center,3450 Gabel Road,-108.6031115,45.7426896,ROOFTOP,192720,22
Billings - Central,1030 Central Ave,-108.5415017,45.76834143,GoogleMap,192720,22
WY-1,8936 County Road 180,-110.7481854,41.28619413,GoogleMap,185712,21.2
Silver Star Communications,455 East 1st Avenue,-123.0775126,49.2696733,RANGE_INTERPOLATED,185712,21.2
Lumen Wilmington 1,1603 North Jessup Street,-122.6835942,45.5643329,RANGE_INTERPOLATED,96170.32,10.97834703
Ark Data Centers Boise 1,2653 S. Victory View Way,-116.2907645,43.5798937,ROOFTOP,29784,3.4
Tonaquint Boise Data Center,10215 W Emerald St,-116.3102611,43.607991,ROOFTOP,29784,3.4
Ark Data Centers Boise 2,1415 S. Eagle Flight Way,-116.2991694,43.5919856,RANGE_INTERPOLATED,29784,3.4
Meta Kuna Data Center,83634,-116.2605101,43.4356614,APPROXIMATE,29784,3.4
Pioneer Broadband DataCenter,480 Main St,-123.0993326,49.2804984,RANGE_INTERPOLATED,5256,0.6
